index,cdx_ig,cdx_hy
2020-08-21,51.822,389.425
2020-08-24,50.089,382.773
2020-08-25,50.002,376.572
2020-08-26,50.533,371.223
2020-08-27,51.29,372.06
2020-08-28,50.136,368.606
2020-08-31,48.57,366.373
2020-09-01,45.335,352.013
2020-09-02,45.134,350.208
2020-09-03,48.841,365.212
2020-09-04,49.605,366.273
2020-09-08,51.564,384.341
2020-09-09,48.599,370.476
2020-09-10,51.034,376.748
2020-09-11,51.971,357.807
2020-09-14,50.575,352.084
2020-09-15,49.509,342.867
2020-09-16,49.553,340.536
2020-09-17,51.317,342.523
2020-09-18,52.889,348.138
2020-09-21,52.583,363.147
2020-09-22,52.573,367.38
2020-09-23,57.458,391.233
2020-09-24,58.313,391.567
2020-09-25,59.124,398.487
2020-10-02,59.806,404.28
2020-10-05,56.584,387.85
2020-10-06,58.14,397.073
2020-10-07,55.945,381.499
2020-10-08,54.783,373.076
2020-10-09,53.324,362.494
2020-10-13,54.963,365.031
2020-10-14,56.087,368.282
2020-10-15,56.517,371.799
2020-10-16,56.541,373.99
2020-10-19,58.504,381.982
2020-10-20,57.85,375.148
2020-10-21,57.109,375.998
2020-10-22,57.285,374.999
2020-10-23,56.551,372.782
2020-10-26,58.646,386.884
2020-10-27,59.839,390.706
2020-10-28,64.102,414.16
2020-10-29,65.098,418.347
2020-10-30,65.617,421.321
2020-11-13,54.305,341.703
2020-11-16,52.16,327.294
2020-11-17,52.718,328.67
2020-11-18,54.342,334.177
2020-11-19,53.635,328.392
2020-11-20,56.27,340.184
2020-11-23,54.259,329.2
2020-11-24,51.771,313.431
2020-11-25,52.241,310.63
2020-11-27,51.12,306.513
2020-11-30,50.032,302.916
2020-12-01,49.87,303.808
2020-12-02,50.143,300.336
2020-12-03,49.631,299.977
2020-12-04,49.884,290.608
2020-12-07,50.849,292.638
2020-12-08,50.965,296.787
2020-12-09,52.274,299.938
2020-12-10,53.032,302.081
2020-12-11,53.889,304.874
2020-12-14,54.205,304.625
2020-12-15,52.645,298.149
2020-12-16,52.922,301.894
2020-12-17,52.503,297.412
2020-12-18,53.329,299.583
2020-12-21,55.248,309.22
2020-12-22,55.789,309.871
2020-12-23,54.229,302.393
2020-12-24,53.555,297.863
2021-01-13,49.826,296.265
2021-01-14,50.156,295.967
2021-01-15,51.975,304.22
2021-01-19,50.519,298.087
2021-01-20,50.398,296.908
2021-01-21,50.855,298.22
2021-01-22,51.101,304.82
2021-01-25,51.736,307.006
2021-01-26,52.643,310.091
2021-01-27,55.369,320.371
2021-01-28,55.288,317.149
2021-01-29,56.125,318.773
2021-02-01,54.826,311.666
2021-02-02,52.911,301.753
2021-02-03,52.67,296.904
2021-02-04,51.283,289.096
2021-02-05,50.792,285.935
2021-02-08,50.246,283.374
2021-02-09,50.868,287.205
2021-02-10,50.292,285.007
2021-02-11,50.151,285.929
2021-02-12,50.331,285.892
2021-02-16,50.499,287.081
2021-02-17,50.266,288.028
2021-02-18,50.996,292.492
2021-02-19,51.539,294.838
2021-02-22,53.684,302.896
2021-02-23,52.783,297.298
2021-02-24,51.82,291.377
2021-02-25,56.228,312.146
2021-02-26,55.927,310.348
2021-03-01,52.748,292.981
2021-03-02,53.178,296.582
2021-03-03,54.55,302.556
2021-03-04,56.465,311.684
2021-03-05,53.573,300.576
2021-03-08,56.142,313.54
2021-03-09,55.034,309.548
2021-03-10,52.896,299.588
2021-03-11,52.457,295.195
2021-03-12,52.732,297.734
2021-03-15,51.582,296.558
2021-03-16,51.959,299.684
2021-03-17,50.811,293.808
2021-03-18,52.497,307.0
2021-03-19,52.07,301.08
2021-03-23,58.039,303.774
2021-03-24,58.165,304.722
2021-03-25,57.805,301.663
2021-03-26,56.324,292.693
2021-03-30,56.8,316.863
2021-03-31,54.34,308.199
2021-04-01,51.616,299.276
2021-04-05,51.796,296.25
2021-04-06,52.271,294.993
2021-04-07,52.428,294.544
2021-04-08,51.687,292.115
2021-04-09,51.684,294.188
2021-04-12,51.802,296.322
2021-04-13,52.026,294.828
2021-04-14,52.022,294.382
2021-04-15,51.001,288.117
2021-04-16,51.235,289.278
2021-04-19,51.826,292.982
2021-04-20,53.127,298.866
2021-04-21,52.644,296.951
2021-04-22,53.237,298.567
2021-04-23,52.365,293.922
2021-04-26,52.588,293.224
2021-04-27,53.001,293.876
2021-04-28,52.301,290.443
2021-04-29,51.54,286.925
2021-04-30,51.92,289.519
2021-05-03,51.868,288.124
2021-05-04,52.45,291.591
2021-05-05,52.722,291.832
2021-05-06,52.999,292.914
2021-05-07,52.152,290.101
2021-05-10,53.769,295.059
2021-05-11,54.155,297.277
2021-05-12,55.716,305.394
2021-05-13,54.266,299.289
2021-05-14,52.737,292.496
2021-05-17,53.707,297.986
2021-05-18,54.698,301.448
2021-05-19,55.201,303.726
2021-05-20,54.542,299.53
2021-05-21,54.756,298.83
2021-05-24,53.844,295.734
2021-05-25,54.468,298.049
2021-05-26,54.17,296.127
2021-05-27,53.641,294.896
2021-05-28,53.285,292.807
2021-05-31,53.401,293.08
2021-06-01,52.771,290.984
2021-06-02,53.023,290.714
2021-06-03,53.756,293.62
2021-06-04,52.986,289.205
2021-06-07,53.275,289.549
2021-06-08,53.423,289.938
2021-06-09,53.284,289.189
2021-06-10,52.069,284.993
2021-06-11,51.395,282.012
2021-06-14,51.873,283.705
2021-06-15,52.008,284.189
2021-06-16,52.627,288.47
2021-06-17,52.999,288.678
2021-06-18,54.304,294.01
2021-06-21,53.018,287.777
2021-06-22,52.449,284.448
2021-06-23,52.352,284.346
2021-06-24,51.623,281.313
2021-06-25,50.883,277.971
2021-06-28,51.66,281.345
2021-06-29,51.694,282.032
2021-06-30,51.603,281.827
2021-07-01,51.471,281.012
2021-07-02,50.825,278.028
2021-07-06,51.642,282.258
2021-07-07,52.11,284.292
2021-07-08,53.217,291.593
2021-07-09,52.19,285.531
2021-07-12,52.115,286.128
2021-07-13,52.91,290.019
2021-07-14,52.8,289.018
2021-07-15,53.765,292.918
2021-07-16,54.549,296.519
2021-07-19,56.623,307.824
2021-07-20,55.351,302.011
2021-07-21,53.533,294.733
2021-07-22,53.853,294.984
2021-07-23,53.191,291.716
2021-07-26,53.5,294.169
2021-07-27,54.486,300.02
2021-07-28,53.964,298.397
2021-07-29,53.782,296.692
2021-07-30,54.778,303.565
2021-08-02,55.033,305.742
2021-08-03,54.876,304.396
2021-08-04,55.527,307.614
2021-08-05,54.897,300.323
2021-08-06,54.287,298.013
2021-08-09,54.815,301.84
2021-08-10,55.716,306.439
2021-08-11,55.378,302.519
2021-08-12,54.538,297.94
2021-08-13,53.968,296.594
2021-08-16,54.474,299.211
2021-08-17,55.434,305.69
2021-08-18,56.004,308.423
2021-08-19,56.229,310.319
2021-08-20,55.46,305.396
2021-08-23,54.491,298.517
2021-08-24,54.469,297.477
2021-08-25,53.856,295.263
2021-08-26,54.564,299.202
2021-08-27,52.627,289.146
2021-08-30,52.413,289.254
2021-08-31,52.494,289.757
2021-09-01,52.376,288.656
2021-09-02,52.704,288.226
2021-09-03,53.187,289.075
2021-09-07,53.824,292.426
2021-09-08,53.281,289.725
2021-09-09,53.568,291.021
2021-09-10,53.992,292.331
2021-09-13,53.493,290.049
2021-09-14,53.695,291.118
2021-09-15,53.044,288.365
2021-09-16,53.036,288.324
2021-09-17,53.761,293.74
2021-09-20,53.877,302.258
2021-09-21,53.078,300.138
2021-09-22,51.457,292.713
2021-09-23,50.871,290.539
2021-09-24,50.987,291.832
2021-09-27,50.889,292.105
2021-09-28,52.09,298.526
2021-09-29,52.172,297.254
2021-09-30,53.293,302.209
2021-10-01,52.389,298.331
2021-10-04,53.337,304.085
2021-10-05,53.713,305.471
2021-10-06,53.718,305.806
2021-10-07,53.242,304.516
2021-10-08,53.876,309.179
2021-10-12,54.947,316.24
2021-10-13,54.066,312.732
2021-10-14,52.162,302.206
2021-10-15,52.104,301.382
2021-10-18,52.141,302.523
2021-10-19,51.464,298.937
2021-10-20,51.227,297.604
2021-10-21,51.574,300.508
2021-10-22,52.077,304.327
2021-10-25,51.505,303.835
2021-10-26,51.01,301.203
2021-10-27,51.673,304.288
2021-10-28,51.155,302.48
2021-10-29,52.325,307.896
2021-11-01,52.547,309.031
2021-11-02,51.941,304.659
2021-11-03,50.873,300.12
2021-11-04,50.321,296.534
2021-11-05,49.434,291.09
2021-11-08,49.444,291.518
2021-11-09,50.151,294.226
2021-11-10,51.32,300.236
2021-11-12,50.814,299.065
2021-11-15,50.682,298.696
2021-11-16,50.511,298.019
2021-11-17,51.045,300.332
2021-11-18,51.144,300.824
2021-11-19,51.763,305.657
2021-11-22,52.585,311.166
2021-11-23,52.919,311.099
2021-11-24,53.07,311.525
2021-11-26,57.386,330.886
2021-11-29,55.131,323.845
2021-11-30,57.841,333.499
2021-12-01,58.538,338.549
2021-12-02,57.429,331.127
2021-12-03,58.543,335.437
2021-12-06,56.099,323.55
2021-12-07,53.597,310.85
2021-12-08,53.58,311.954
2021-12-09,54.78,317.575
2021-12-10,53.405,311.931
2021-12-13,53.538,314.827
2021-12-14,54.067,318.151
2021-12-15,52.179,311.815
2021-12-16,52.377,314.374
2021-12-17,52.704,315.413
2021-12-20,53.412,318.897
2021-12-21,51.784,309.843
2021-12-22,50.776,304.756
2021-12-23,50.024,298.793
2021-12-27,48.82,295.547
2021-12-28,49.496,300.815
2021-12-29,49.487,300.954
2021-12-30,49.775,301.906
2021-12-31,49.337,300.851
2022-01-03,49.521,301.628
2022-01-04,49.573,302.875
2022-01-05,51.73,312.904
2022-01-06,51.777,312.361
2022-01-07,52.644,317.172
2022-01-10,52.574,316.554
2022-01-11,51.561,309.406
2022-01-12,51.33,308.797
2022-01-13,53.094,316.704
2022-01-14,53.439,316.809
2022-01-18,55.156,324.445
2022-01-19,55.696,327.366
2022-01-20,57.335,334.195
2022-01-21,58.418,339.212
2022-01-24,57.848,335.827
2022-01-25,58.99,342.437
2022-01-26,60.479,348.97
2022-01-27,62.541,359.638
2022-01-28,61.186,355.32
2022-01-31,60.107,350.969
2022-02-01,58.668,342.483
2022-02-02,59.85,346.622
2022-02-03,62.562,360.142
2022-02-04,63.669,367.102
2022-02-07,64.018,366.72
2022-02-08,62.757,362.617
2022-02-09,61.492,353.679
2022-02-10,65.496,373.103
2022-02-11,67.986,383.224
2022-02-14,67.459,383.191
2022-02-15,65.602,373.188
2022-02-16,65.35,369.619
2022-02-17,67.854,379.948
2022-02-18,68.806,383.147
2022-02-22,69.289,389.226
2022-02-23,70.553,393.578
2022-02-24,68.51,383.138
2022-02-25,66.425,372.86
2022-02-28,67.703,379.61
2022-03-01,71.787,395.56
2022-03-02,69.331,384.699
2022-03-03,70.959,390.681
2022-03-04,74.376,406.512
2022-03-07,77.789,426.394
2022-03-08,76.183,417.764
2022-03-09,71.919,397.463
2022-03-10,73.146,405.866
2022-03-11,74.932,415.876
2022-03-14,75.474,422.838
2022-03-15,72.942,411.836
2022-03-16,67.401,385.853
2022-03-17,65.109,375.109
2022-03-18,64.23,374.113
2022-03-22,69.803,372.129
2022-03-23,72.027,382.166
2022-03-24,70.822,377.337
2022-03-25,72.285,384.844
2022-03-28,70.774,385.125
2022-03-29,66.448,366.133
2022-03-30,66.961,372.155
2022-03-31,67.727,376.237
2022-04-01,67.273,374.824
2022-04-04,64.676,364.295
2022-04-05,67.139,377.76
2022-04-06,68.529,386.434
2022-04-07,69.252,389.768
2022-04-08,71.707,402.536
2022-04-11,73.953,411.87
2022-04-12,74.175,411.405
2022-04-13,72.968,405.927
2022-04-14,74.122,409.546
2022-04-18,75.428,413.658
2022-04-19,76.033,414.629
2022-04-20,74.818,408.871
2022-04-21,77.895,422.904
2022-04-22,81.461,439.519
2022-04-25,79.11,429.26
2022-04-26,84.258,452.386
2022-04-27,84.529,457.541
2022-04-28,83.255,452.315
2022-04-29,86.131,468.411
2022-05-02,85.652,463.32
2022-05-03,83.187,451.167
2022-05-04,81.21,438.296
2022-05-05,86.37,469.186
2022-05-06,89.584,487.44
2022-05-09,92.045,505.31
2022-05-10,90.15,495.361
2022-05-11,91.015,498.929
2022-05-12,90.463,501.796
2022-05-13,88.66,493.475
2022-05-16,89.485,502.257
2022-05-17,87.501,494.654
2022-05-18,94.164,527.448
2022-05-19,93.486,526.796
2022-05-20,94.428,534.094
2022-05-23,92.134,517.327
2022-05-24,91.05,513.649
2022-05-25,86.824,491.031
2022-05-26,85.377,478.071
2022-05-27,83.088,469.038
2022-05-31,84.031,474.166
2022-06-01,85.239,478.256
2022-06-02,84.17,473.992
2022-06-03,86.192,486.652
2022-06-06,86.573,491.071
2022-06-07,86.18,489.979
2022-06-08,88.462,496.273
2022-06-09,92.374,515.282
2022-06-10,96.621,545.651
2022-06-13,103.822,588.85
2022-06-14,104.379,589.305
2022-06-15,100.201,564.765
2022-06-16,108.053,605.651
2022-06-17,105.527,592.882
2022-06-21,103.637,581.225
2022-06-22,105.501,583.449
2022-06-23,104.839,574.597
2022-06-24,100.054,546.077
2022-06-27,101.243,550.226
2022-06-28,105.514,583.112
2022-06-29,106.399,590.82
2022-06-30,107.317,597.666
2022-07-01,106.959,596.764
2022-07-05,105.598,584.838
2022-07-06,104.957,578.92
2022-07-07,99.704,548.283
2022-07-08,97.311,540.034
2022-07-11,99.196,552.62
2022-07-12,99.51,557.274
2022-07-13,101.136,571.053
2022-07-14,101.834,578.6
2022-07-15,97.712,552.561
2022-07-18,98.609,556.974
2022-07-19,93.289,526.236
2022-07-20,92.216,515.483
2022-07-21,91.185,506.885
2022-07-22,93.899,523.747
2022-07-25,93.394,521.406
2022-07-26,95.293,534.184
2022-07-27,91.505,511.374
2022-07-28,89.22,500.031
2022-07-29,88.474,496.176
2022-08-01,90.679,503.513
2022-08-02,92.953,514.056
2022-08-03,89.94,500.666
2022-08-04,89.311,494.438
2022-08-05,89.338,490.649
2022-08-08,89.676,486.999
2022-08-09,91.812,502.504
2022-08-10,85.242,464.945
2022-08-11,86.434,469.128
2022-08-12,82.568,449.296
2022-08-15,83.026,451.852
2022-08-16,85.011,463.822
2022-08-17,87.514,479.7
2022-08-18,86.633,477.23
2022-08-19,90.385,500.395
2022-08-22,94.057,522.173
2022-08-23,94.384,521.341
2022-08-24,92.474,512.612
2022-08-25,90.649,500.37
2022-08-26,95.895,529.607
2022-08-29,98.269,544.665
2022-08-30,101.184,559.764
2022-08-31,102.469,565.201
2022-09-01,100.649,554.907
2022-09-02,102.293,561.018
2022-09-06,101.547,558.617
2022-09-07,96.164,530.351
2022-09-08,94.432,522.15
2022-09-09,91.766,504.529
2022-09-12,90.103,496.198
2022-09-13,96.921,539.0
2022-09-14,96.378,533.901
2022-09-15,100.289,560.164
2022-09-16,100.365,562.703
2022-09-19,98.174,548.714
2022-09-20,98.236,563.858
2022-09-21,100.458,575.531
2022-09-22,102.328,587.81
2022-09-23,105.863,605.089
2022-09-26,109.746,625.361
2022-09-27,111.011,625.566
2022-09-28,106.175,596.146
2022-09-29,107.604,604.001
2022-09-30,107.876,608.5
2022-10-03,104.295,593.857
2022-10-04,98.05,557.319
2022-10-05,97.174,555.613
2022-10-06,98.527,563.917
2022-10-07,101.601,581.377
2022-10-11,103.337,593.579
2022-10-12,102.641,591.916
2022-10-13,101.21,580.293
2022-10-14,104.15,594.042
2022-10-17,98.668,561.326
2022-10-18,94.536,542.639
2022-10-19,96.814,553.537
2022-10-20,99.161,566.009
2022-10-21,94.419,540.739
2022-10-24,93.271,535.461
2022-10-25,92.649,532.644
2022-10-26,92.463,529.958
2022-10-27,93.839,534.559
2022-10-28,87.732,499.307
2022-10-31,90.43,517.448
2022-11-01,88.838,506.666
2022-11-02,91.252,522.75
2022-11-03,94.235,540.637
2022-11-04,90.211,519.95
2022-11-07,88.643,510.995
2022-11-08,88.927,516.025
2022-11-09,92.538,537.37
2022-11-10,83.25,482.455
2022-11-14,83.623,487.904
2022-11-15,82.919,482.859
2022-11-16,83.219,484.9
2022-11-17,83.44,485.953
2022-11-18,82.056,476.685
2022-11-21,81.688,475.561
2022-11-22,80.031,464.607
2022-11-23,77.733,452.051
2022-11-25,78.256,455.679
2022-11-28,82.293,476.928
2022-11-29,81.381,472.742
2022-11-30,75.897,447.315
2022-12-01,77.194,452.88
2022-12-02,77.983,458.118
2022-12-05,80.475,472.952
2022-12-06,83.152,488.193
2022-12-07,82.478,485.108
2022-12-08,81.986,480.724
2022-12-09,80.831,474.016
2022-12-12,78.319,460.527
2022-12-13,76.279,443.987
2022-12-14,76.333,444.479
2022-12-15,80.819,467.581
2022-12-16,83.506,482.283
2022-12-19,85.353,489.791
2022-12-20,86.782,495.976
2022-12-21,81.61,470.853
2022-12-22,83.027,478.373
2022-12-23,81.298,470.195
2022-12-27,80.981,469.626
2022-12-28,84.607,494.713
2022-12-29,82.133,475.719
2022-12-30,82.268,477.35
2023-01-03,80.644,470.119
2023-01-04,78.899,461.92
2023-01-05,79.151,467.071
2023-01-06,74.997,441.648
2023-01-09,75.03,443.158
2023-01-10,75.183,443.538
2023-01-11,72.687,427.617
2023-01-12,71.231,416.227
2023-01-13,70.912,415.364
2023-01-17,72.304,423.808
2023-01-18,74.058,434.771
2023-01-19,76.55,449.269
2023-01-20,74.548,437.01
2023-01-23,72.591,425.442
2023-01-24,72.135,422.634
2023-01-25,72.089,424.327
2023-01-26,71.824,420.617
2023-01-27,71.977,422.265
2023-01-30,74.116,433.483
2023-01-31,71.849,419.366
2023-02-01,69.208,405.967
2023-02-02,67.811,397.845
2023-02-03,69.566,408.464
2023-02-06,70.615,414.656
2023-02-07,69.192,405.181
2023-02-08,70.471,414.185
2023-02-09,71.512,420.357
2023-02-10,73.325,430.659
2023-02-13,71.883,420.847
2023-02-14,71.619,422.577
2023-02-15,71.575,422.997
2023-02-16,73.752,436.019
2023-02-17,73.449,433.805
2023-02-21,77.628,455.588
2023-02-22,76.812,450.23
2023-02-23,74.952,440.324
2023-02-24,77.427,453.332
2023-02-27,76.123,446.067
2023-02-28,77.015,450.685
2023-03-01,76.181,445.123
2023-03-02,75.407,442.756
2023-03-03,71.499,420.065
2023-03-06,71.246,417.849
2023-03-07,73.953,434.223
2023-03-08,75.001,441.927
2023-03-09,79.409,465.448
2023-03-10,83.603,484.696
2023-03-13,91.453,520.646
2023-03-14,85.716,497.177
2023-03-15,89.334,516.395
2023-03-16,83.58,489.534
2023-03-17,88.694,516.238
2023-03-20,88.705,516.207
2023-03-21,80.318,475.728
2023-03-22,83.634,496.91
2023-03-23,86.994,517.578
2023-03-24,85.024,503.699
2023-03-27,83.318,503.459
2023-03-28,84.078,509.583
2023-03-29,79.69,486.528
2023-03-30,77.971,476.409
2023-03-31,76.158,463.827
2023-04-03,76.8,469.786
2023-04-04,79.025,481.49
2023-04-05,81.226,495.321
2023-04-06,79.878,490.499
2023-04-07,78.506,480.691
2023-04-10,79.057,483.078
2023-04-11,77.49,474.749
2023-04-12,78.329,481.476
2023-04-13,75.717,465.251
2023-04-14,74.875,461.023
2023-04-17,74.622,460.566
2023-04-18,74.733,463.974
2023-04-19,76.233,471.296
2023-04-20,78.145,478.615
2023-04-21,77.235,470.78
2023-04-24,76.902,471.167
2023-04-25,79.434,484.733
2023-04-26,80.381,487.324
2023-04-27,77.466,474.285
2023-04-28,77.118,469.294
2023-05-01,78.925,479.867
2023-05-02,81.387,493.709
2023-05-03,83.241,502.401
2023-05-04,84.967,512.443
2023-05-05,82.223,496.968
2023-05-08,83.094,499.634
2023-05-09,84.232,505.384
2023-05-10,82.341,497.089
2023-05-11,82.872,502.221
2023-05-12,82.837,501.709
2023-05-15,82.989,501.683
2023-05-16,85.675,517.583
2023-05-17,82.605,503.582
2023-05-18,81.86,500.101
2023-05-19,81.73,498.988
2023-05-22,79.213,486.906
2023-05-23,80.873,494.201
2023-05-24,81.928,501.868
2023-05-25,79.863,491.956
2023-05-26,77.866,482.565
2023-05-30,76.842,474.643
2023-05-31,78.234,481.963
2023-06-01,76.427,472.779
2023-06-02,74.03,457.874
2023-06-05,74.848,461.563
2023-06-06,74.11,455.802
2023-06-07,74.862,457.713
2023-06-08,73.712,450.315
2023-06-09,73.578,449.119
2023-06-12,73.841,450.767
2023-06-13,73.265,448.439
2023-06-14,74.358,452.457
2023-06-15,73.707,448.978
2023-06-16,72.719,445.1
2023-06-20,73.396,450.635
2023-06-21,74.514,458.702
2023-06-22,74.678,462.064
2023-06-23,75.917,472.96
2023-06-26,77.251,480.816
2023-06-27,74.688,468.25
2023-06-28,73.287,463.888
2023-06-29,72.785,457.064
2023-06-30,69.906,440.347
2023-07-03,70.472,444.866
2023-07-05,72.833,452.823
2023-07-06,74.828,465.492
2023-07-07,74.097,463.783
2023-07-10,72.259,454.032
2023-07-11,70.165,441.552
2023-07-12,67.768,427.706
2023-07-13,69.336,431.696
2023-07-14,71.41,442.099
2023-07-17,70.62,436.643
2023-07-18,69.807,431.986
2023-07-19,70.293,431.79
2023-07-20,70.328,433.943
2023-07-21,69.778,432.597
2023-07-24,69.55,431.707
2023-07-25,69.5,433.6
2023-07-26,68.337,427.948
2023-07-27,69.8,434.786
2023-07-28,67.431,422.105
2023-07-31,67.843,422.969
2023-08-01,69.382,431.927
2023-08-02,71.567,443.204
2023-08-03,72.302,445.642
2023-08-04,73.227,449.845
2023-08-07,71.977,443.749
2023-08-08,73.0,449.684
2023-08-09,72.668,449.075
2023-08-10,72.157,446.795
2023-08-11,71.472,445.419
2023-08-14,71.224,443.41
2023-08-15,73.064,453.358
2023-08-16,74.584,461.536
2023-08-17,76.061,470.886
2023-08-18,76.315,471.086
2023-08-21,75.375,467.326
2023-08-22,74.894,466.345
2023-08-23,71.435,449.014
2023-08-24,73.585,464.682
2023-08-25,71.167,455.26
2023-08-28,70.036,448.468
2023-08-29,68.808,440.796
2023-08-30,68.724,438.572
2023-08-31,69.7,443.199
2023-09-01,69.573,440.183
2023-09-05,70.651,448.765
2023-09-06,71.088,452.334
2023-09-07,70.671,449.42
2023-09-08,70.826,448.77
2023-09-11,69.887,443.783
2023-09-12,70.924,448.055
2023-09-13,70.063,444.235
2023-09-14,69.009,439.326
2023-09-15,69.718,443.334
2023-09-18,69.854,444.392
2023-09-19,70.122,446.518
2023-09-20,70.16,452.123
2023-09-21,72.641,464.267
2023-09-25,73.224,467.085
2023-09-26,74.549,476.209
2023-09-27,74.139,476.321
2023-09-28,73.155,473.318
2023-09-29,74.02,480.644
2023-10-02,74.879,486.343
2023-10-03,78.193,506.849
2023-10-04,77.054,499.976
2023-10-05,78.503,505.689
2023-10-06,75.586,492.835
2023-10-10,74.69,485.004
2023-10-11,73.966,481.366
2023-10-12,75.159,488.697
2023-10-13,77.203,499.101
2023-10-16,75.115,490.67
2023-10-17,75.832,494.365
2023-10-18,78.614,510.652
2023-10-19,81.861,525.218
2023-10-20,81.774,526.544
2023-10-23,79.761,518.758
2023-10-24,77.758,508.38
2023-10-25,81.19,523.15
2023-10-26,81.507,524.304
2023-10-27,82.475,528.819
2023-10-30,81.887,524.817
2023-10-31,80.25,518.442
2023-11-01,76.656,502.883
2023-11-02,72.836,479.952
2023-11-03,70.643,465.737
2023-11-06,72.062,472.985
2023-11-07,70.551,467.538
2023-11-08,70.297,468.833
2023-11-09,71.361,449.878
2023-11-10,68.898,437.76
2023-11-13,68.4,436.197
